id,profile
DEV-58d50b8f349a,F3113 Build/33.3.A.1.97 | chrome 62.0 for android
DEV-58ec7833ace4,SM-J701M Build/NRD90M | chrome 60.0 for android
DEV-58f35c012c26,SM-J730GM Build/NRD90M | chrome 58.0 for android
DEV-59233af9c2b0,Windows | Windows 7 | chrome 63.0 | 1366x768
DEV-592a75b17176,SM-A310M Build/LMY47X | chrome 63.0 for android
DEV-593162d1c4fd,Moto E (4) Build/NMA26.42-69 | chrome generic
DEV-5933828a70f2,es-us | android browser 4.0
DEV-59411ae74825,Lenovo K33b36 Build/NRD90N | chrome 63.0 for android
DEV-595158aa98ce,Windows | Windows 10 | chrome 65.0 | 1440x900
DEV-5958b5177373,Windows | Windows 7 | ie 11.0 for desktop | 1440x900
DEV-5973d8faf65a,E6683 | chrome 65.0 for android
DEV-59744f1829eb,MacOS | Mac OS X 10_11_6 | safari generic | 1920x1200
DEV-5985d72d220a,SAMSUNG | Android 6.0.1 | samsung browser 6.2 | 2560x1440
DEV-59cfff5aec7d,HUAWEI RIO-L03 Build/HUAWEIRIO-L03 | chrome 64.0 for android
DEV-5a1c771aca1c,SM-J700M Build/MMB29K | chrome 64.0 for android
DEV-5a2f7ab3e550,SM-G610M Build/MMB29K | chrome 65.0 for android
DEV-5a3806f327ed,SM-G610M Build/NRD90M | chrome 66.0 for android
DEV-5a42a10e11a2,SM-J200H | chrome 63.0 for android
DEV-5a5ca4407d8e,HUAWEI VNS-L23 Build/HUAWEIVNS-L23 | chrome 66.0 for android
DEV-5a803add59b1,LG-K500 Build/MMB29M | chrome 65.0 for android
DEV-5a87828f7a66,HUAWEI VNS-L23 Build/HUAWEIVNS-L23 | chrome generic for android
DEV-5a962fb20f1b,LG-H815 Build/MRA58K | chrome 65.0 for android
DEV-5ab624520bc4,Redmi Note 3 Build/MMB29M | chrome 65.0 for android
DEV-5ae229e9108f,SAMSUNG SM-G610M Build/NRD90M | samsung browser generic
DEV-5ae34efba0af,Hisense F102 Build/NRD90M | chrome 54.0 for android
DEV-5b0025b264ad,Ilium LT520 Build/NRD90M | chrome 64.0 for android
DEV-5b4b13ab986a,XT1058 Build/LPAS23.12-21.7-1 | chrome generic
DEV-5b4cb15f6cba,rv:52.0 | firefox 52.0
DEV-5b6d42505c2a,ALE-L23 Build/HuaweiALE-L23 | chrome 65.0 for android
DEV-5b771c4d3295,Hisense F8 MINI Build/NRD90M | chrome 66.0 for android
DEV-5ba7d5290694,SM-G950F Build/NRD90M | chrome 64.0 for android
DEV-5bbcf199469d,HUAWEI NXT-L09 Build/HUAWEINXT-L09 | chrome generic for android
DEV-5bcad2fcca6b,Windows | Windows 10 | edge 15.0 | 1920x1080
DEV-5bcd3fed970a,Windows | Windows 7 | chrome 63.0 | 1280x800
DEV-5bdc47aadc7d,Moto G (5) Build/NPPS25.137-93-4 | chrome generic
DEV-5c1c1b80edba,MacOS | Mac OS X 10_13_2 | chrome 63.0 | 1920x1080
DEV-5c38cac4cab3,edge 16.0
DEV-5c53cfac2177,6039A Build/LRX22G | chrome 66.0 for android
DEV-5c5e75ec960b,LG-H320 Build/LRX21Y | chrome
DEV-5c6d0857bc0b,iOS Device | iOS 10.3.3 | mobile safari 10.0 | 2048x1536
DEV-5cabf27a9f8f,MHA-L09 Build/HUAWEIMHA-L09 | chrome 64.0 for android
DEV-5cccb63b8436,M4 SS4456 Build/LMY47V | chrome 63.0 for android
DEV-5d2d46a00be0,LG-H500 Build/LRX21Y | chrome 59.0 for android
DEV-5d306ac54f43,TA-1044 Build/OPR1.170623.026
DEV-5d59b9e7440c,rv:55.0 | Windows 7 | firefox 55.0 | 1366x768
DEV-5d8115c68b3f,SM-J700M Build/MMB29K | chrome generic for android
DEV-5d8f3ce35c20,iOS Device | iOS 11.0.0 | mobile safari 11.0 | 1136x640
DEV-5d8fd48da1c9,Windows | Windows Vista | firefox 52.0 | 1152x864
DEV-5ddfe66cd099,SM-A520F Build/NRD90M | chrome 63.0 for android
DEV-5dec71175061,Moto G (4) Build/NPJS25.93-14-13 | chrome 63.0 for android
DEV-5e06b4d52c6b,HTC_One_M8/4.28.502.2
DEV-5e2c194bb2d5,SAMSUNG SM-G531H Build/LMY48B | samsung browser 3.3
DEV-5e369f69a053,TA-1027 Build/OPR1.170623.026 | chrome 66.0 for android
DEV-5e5a8d46793f,google search application 48.0
DEV-5e6720ffef11,LG-K240 Build/MXB48T | chrome 65.0 for android
DEV-5ea55cb59303,Android 4.4.2 | chrome generic
DEV-5f037120b717,BLADE L7 Build/MRA58K | chrome 63.0 for android
DEV-5f348d841487,Blade V580 Build/LMY47D | chrome 65.0 for android
DEV-5f64f32ca9f9,LG-H542 Build/LRX22G | other
DEV-5f76920712f0,SM-J700M Build/LMY48B | chrome 65.0 for android
DEV-5f8d62ec5c34,SM-J327T1 Build/NRD90M | chrome 66.0 for android
DEV-5fb21683e127,MOT-A6020l37 Build/LMY47V | other
DEV-5fc1a9c2eafc,MacOS | Mac OS X 10_12_3 | chrome 62.0 | 1440x900
DEV-5fd8876d6e2e,XT1635-02 Build/NPN26.118-22-2 | chrome generic for android
DEV-602d81ea933f,F3213 Build/36.1.A.1.86 | chrome 65.0 for android
DEV-603b115b285a,SAMSUNG SM-G950F Build/NRD90M | samsung browser generic
DEV-6060ae5a1956,SM-G955U Build/NRD90M | chrome 65.0 for android
DEV-60a349cf565f,Windows | Windows 10 | firefox 57.0 | 1600x900
DEV-60aed487b0bb,5051A Build/MMB29M | chrome 62.0 for android
DEV-60ba253c77e1,LG-K530 Build/NRD90U | chrome 65.0 for android
DEV-60c16feec129,chrome 49.0
DEV-60cafb68d8a6,SGP511 | chrome generic
DEV-6106135f5229,LG-X230 Build/MRA58K | chrome 61.0 for android
DEV-610b6e14721e,XT1650 Build/NPLS26.118-20-5-11 | chrome 64.0 for android
DEV-612c3c050755,SM-G928G | chrome 65.0 for android
DEV-617c01df2be3,Redmi Note 3 Build/MMB29M | chrome 54.0 for android
DEV-619563824fbd,ALCATEL | chrome 62.0 for android
DEV-6198ff9307ef,ALCATEL ONE TOUCH 7042A Build/JDQ39 | chrome 64.0 for android
DEV-619c571df0da,HTC Desire 10 lifestyle Build/MMB29M | chrome 63.0 for android
DEV-61c2a2a8707d,Windows | Windows 10 | chrome 62.0 | 1280x768
DEV-61e08abb8984,MacOS | Mac OS X 10_12_5 | safari generic | 2560x1440
DEV-6243a47c0231,LG-D373 | chrome 64.0 for android
DEV-6264d7bb8019,Redmi 4X Build/N2G47H | chrome 65.0 for android
DEV-628ee8acf832,F5321 Build/34.3.A.0.238 | chrome 65.0 for android
DEV-62bf4ca4513c,Moto G (5) Build/NPP25.137-72 | chrome generic
DEV-62cdbc43e0ef,iOS Device | iOS 11.2.1 | mobile safari 11.0 | 2732x2048
DEV-62f5a2124473,MacOS | Mac OS X 10_11_6 | safari generic | 1366x768
DEV-62f9eb2e4d42,LG-D331 Build/LRX22G | chrome 60.0 for android
DEV-63681b4ed2f4,Moto G Play Build/MPIS24.241-15.3-26 | chrome 64.0 for android
DEV-637ce2e6acc2,Mi A1 Build/N2G47H | chrome 64.0 for android
DEV-63de5e045017,MacOS | Mac OS X 10_13_4 | safari generic | 1440x900
DEV-6452f353b905,SAMSUNG SM-G610M Build/MMB29K | samsung browser 4.0
DEV-648900dca7c1,TA-1025 Build/OPR1.170623.026 | chrome 66.0 for android
DEV-648a3448a6df,GT-I9060M Build/KTU84P | chrome 61.0 for android
DEV-64a9617c0432,SAMSUNG-SM-G935A Build/NRD90M | Android 7.0 | chrome 62.0 for android | 1920x1080
DEV-64a9efef5b15,VerykoolS5030 | chrome 61.0 for android
DEV-64b67d76a9ca,rv:46.0 | Windows 7 | firefox | 1920x1080
DEV-6522e7265cef,iOS Device | iOS 10.2.1 | mobile safari 10.0 | 2048x1536
DEV-652db688b859,BLL-L23 Build/HUAWEIBLL-L23 | other
DEV-6552ac9f4f4a,MacOS | Mac OS X 10_13_1 | chrome 65.0 | 2880x1800
DEV-656fa8a1805f,Windows | Windows 10 | chrome 62.0 | 2736x1824
DEV-658fcb548b5c,LGMS428 | chrome 65.0 for android
DEV-65a6dd562568,Moto G (5) Plus Build/NPN25.137-72 | chrome generic
DEV-65b2a542fcee,HUAWEI VNS-L53 Build/HUAWEIVNS-L53 | chrome 63.0 for android
DEV-65b68269d339,iOS Device | iOS 11.2.1 | mobile safari generic | 1136x640
DEV-65e6d6707c7e,E6553 | chrome 66.0 for android
DEV-66920ea2ca07,Blade A465 Build/LMY47D | chrome 66.0 for android
DEV-669582ce9936,hi6210sft Build/MRA58K | chrome 65.0 for android
DEV-66b7e7f3eb47,Ilium L1120 Build/NRD90M | chrome 65.0 for android
DEV-66d2db6b1905,SM-G955F Build/NRD90M | chrome 66.0 for android
DEV-66dd3ce644cd,SM-J700M Build/LMY48B | chrome 51.0 for android
DEV-66e6904f84e3,SM-G930P Build/NRD90M | chrome 65.0 for android
DEV-66fc723139f9,BLADE A520 Build/NRD90M | chrome 55.0 for android
DEV-6713b1867459,Joy | android webview 4.0
DEV-6724bb911f29,MotoE2(4G-LTE | chrome 66.0 for android
DEV-672dab38eb05,rv:11.0 | ie 11.0 for desktop
DEV-67328b86385b,F3313 Build/37.0.A.2.108 | chrome 61.0 for android
DEV-6761da3e243e,LG-K580 Build/MRA58K | chrome 61.0 for android
DEV-6776bd03bcac,Ilium LT510 Build/MRA58K | chrome 57.0 for android
DEV-67a028669559,TA-1038 | chrome 63.0 for android
DEV-67d0429fb673,MYA-L13 Build/HUAWEIMYA-L13 | chrome 63.0 for android
DEV-67d16297c532,BLADE A520 Build/NRD90M | chrome 62.0 for android
DEV-67f897b75eb7,LG-D693n Build/LRX22G | chrome 64.0 for android
DEV-683b600c471e,LG-H872 Build/NRD90U | Android 7.0 | chrome generic for android | 2672x1440
DEV-683ba6127720,XT1032 Build/KXB21.14-L1.40 | chrome generic
DEV-684c9187e21f,rv:11.0 | Windows 7 | ie 11.0 for desktop
DEV-68864c6e1378,LG-X240 Build/MRA58K | chrome generic for android
DEV-68c868072fa0,RCT6223W87 | chrome generic for android
DEV-68cea5d8b7b1,CRO-L03 Build/HUAWEICRO-L03 | chrome 66.0 for android
DEV-68d2c48fa6d3,SAMSUNG SM-J701M Build/NRD90M | samsung browser 6.2
DEV-6904e8c2dc44,Trident/7.0 | Windows 10 | ie 11.0 for desktop | 1600x900
DEV-691d6064838e,SM-G318ML | chrome generic
DEV-691e087a904c,safari generic | 2048x1536
DEV-695e389a15fb,LG-K410 Build/LRX22G | chrome 64.0 for android
DEV-6963f03a5fdf,LG-D680 Build/KOT49I | chrome 66.0 for android
DEV-69bf4c5f112d,E5506 Build/29.1.A.0.101 | chrome 49.0 for android
DEV-6a881cd69b13,Windows | firefox 58.0
DEV-6aaf430f8ebc,SM-G935F Build/NRD90M | chrome 66.0 for android
DEV-6b04eb235382,LG-M710 Build/NRD90U | chrome 64.0 for android
DEV-6b1b0c8ade88,M4 SS4453 Build/MMB29M | chrome 62.0 for android
DEV-6b245885642f,Windows | firefox 57.0
DEV-6b24b201b4da,LG-K530 Build/MMB29M | chrome 63.0 for android
DEV-6b58650d1c38,iOS Device | iOS 11.3.0 | mobile safari generic | 2436x1125
DEV-6b5b8fbe3f46,SM-A510M Build/NRD90M | chrome 62.0 for android
DEV-6b5e8b009718,MacOS | Mac OS X 10_13_1 | safari generic | 5120x2880
DEV-6b6e8509e990,S57 Build/KTU84P | chrome generic
DEV-6b7b059bfe5e,E2306 Build/26.1.A.3.111 | chrome 64.0 for android
DEV-6baa56ee8153,firefox 59.0
DEV-6bb1e12b25c9,BLADE V8 SE Build/NRD90M | chrome 64.0 for android
DEV-6bd5a3a82103,RCT6773W22B | chrome 63.0 for android
DEV-6becaec9b979,SM-G570M Build/NRD90M | chrome 66.0 for android
DEV-6c017ee78b2a,LG-TP450 Build/NRD90U | chrome 63.0 for android
DEV-6c199d1ee120,SAMSUNG SM-G935F Build/NRD90M | samsung browser 6.4
DEV-6c22c8a54237,Hisense F20 Build/MMB29M | chrome 58.0 for android
DEV-6c6c9fcc2144,LG-F400K | chrome generic
DEV-6c6f3891f647,SM-G900M Build/LRX21T | chrome 65.0 for android
DEV-6c77da358007,iOS Device | iOS 10.2.1 | mobile safari 10.0 | 2001x1125
DEV-6c8b680f3f0d,Windows | Windows 7 | chrome 62.0 | 1366x768
DEV-6c8daca494e0,BLL-L23 Build/HUAWEIBLL-L23 | chrome 62.0 for android
DEV-6cc91bf8179a,SM-A710M Build/NRD90M | chrome generic for android
DEV-6ce7d86f4ce4,Windows | chrome 65.0
DEV-6cf5fb10ff5f,ALUMINI | chrome 43.0 for android
DEV-6d02a590c742,SM-J510MN Build/MMB29M | chrome 56.0 for android
DEV-6d0bcec04939,Linux | chrome 65.0 | 1366x768
DEV-6d1893c4b654,XT1021 Build/KXC21.5-40 | chrome 62.0 for android
DEV-6d1d6c549d8d,rv:11.0 | Windows 7 | ie 11.0 for desktop | 3440x1440
DEV-6d239d21d3e4,HUAWEI VNS-L53 Build/HUAWEIVNS-L53 | chrome 60.0 for android
DEV-6d35bf607996,Windows | Windows 10 | chrome 66.0 | 1920x1080
DEV-6d417deb6871,Trident/7.0 | Windows 10 | ie 11.0 for desktop
DEV-6d473a2b8a0b,Lenovo A2016b30 Build/MRA58K | chrome 62.0 for android
DEV-6d4fbb22d1cf,LG-X240 Build/MRA58K | chrome 63.0 for android
DEV-6d7e5ab7e858,HTC Desire 10 lifestyle Build/MMB29M | chrome 60.0 for android
DEV-6dc1bb92ffe8,MacOS | Mac OS X 10_12_6 | safari generic | 2560x1600
DEV-6dc2e0c7df49,HUAWEI Y625-U13 Build/HUAWEIY625-U13 | chrome 56.0 for android
DEV-6df23896d48d,MacOS | Mac OS X 10_10_5 | safari generic | 1440x900
DEV-6e0942460dbf,rv:51.0 | Windows 8.1 | firefox | 1920x1080
DEV-6e19fc6e8ec8,SAMSUNG | samsung browser 4.0
DEV-6e1db9a3949f,M4 SS4456 Build/LMY47V | chrome generic
DEV-6e4460c13fd3,SAMSUNG SM-G900M Build/LRX21T | chrome generic
DEV-6e9377b7c777,Lenovo K33b36 Build/NRD90N | chrome generic for android
DEV-6ed3b16f6660,Moto E (4) Build/NMA26.42-69 | chrome 66.0 for android
DEV-6eed1f3a9c1a,LDN-LX3 Build/HUAWEILDN-LX3 | chrome 66.0 for android
DEV-6f154eb71bba,G3223 Build/42.0.A.4.101 | chrome 64.0 for android
DEV-6f18dcd54246,SAMSUNG SM-A720F Build/NRD90M | samsung browser 6.2
DEV-6f201319974a,SM-J700M Build/MMB29K | chrome 61.0 for android
DEV-6f8ed9a6eae1,Windows | Windows 7 | ie 11.0 for desktop | 1680x1050
DEV-6fad088eac84,LG-M700 Build/NMF26X | chrome 63.0 for android
DEV-6fb9c2c2e4e9,BAC-L03 Build/HUAWEIBAC-L03 | chrome generic for android
DEV-6fbbf17d9fb8,SM-A320Y Build/NRD90M | chrome generic for android
DEV-6fc5655a6cb4,BLL-L23 Build/HUAWEIBLL-L23 | chrome generic for android
DEV-6fe569f4dd5a,Linux i686 | firefox 47.0
DEV-6fe7fd168ac5,SAMSUNG SM-G950U Build/NRD90M | Android 7.0 | samsung browser 6.4 | 2220x1080
DEV-6feda84dcc26,opera
DEV-70031a124803,BLU ENERGY X PLUS Build/LRX21M | chrome 66.0 for android
DEV-7042ebc46859,Blade A510 Build/MRA58K | chrome 49.0 for android
DEV-705a12fe0e1f,8050G Build/LMY47I | chrome 56.0 for android
DEV-70612a0b4154,SAMSUNG SM-J710MN Build/MMB29K | samsung browser 6.4
DEV-706fcf3a7f43,GT-S7275B | chrome 64.0 for android
DEV-7080b4d1be5c,SAMSUNG | chrome generic
DEV-708bf1ad6b4c,LG-M700 Build/NMF26X | chrome 65.0 for android
DEV-709674def290,Trident/7.0 | Windows 10 | ie 11.0 for desktop | 1440x900
DEV-70af8e35d948,LG-D693n Build/LRX22G | chrome 58.0 for android
DEV-70d6a516dbb2,SM-P350 Build/MMB29M | chrome 65.0 for android
DEV-70f00a913ee7,G3313 Build/43.0.A.7.25 | chrome 65.0 for android
DEV-70fe437d1b73,SLA-L03 Build/HUAWEISLA-L03 | chrome 63.0 for android
DEV-711835bdb344,TRT-L53 Build/HUAWEITRT-L53 | chrome 66.0 for android
DEV-7148d722fb3b,B3-A40 | chrome 64.0 for android
DEV-71a753c629ee,4013M Build/KOT49H | chrome
DEV-71b134e8bbf9,F5321 Build/34.3.A.0.238 | chrome 63.0 for android
DEV-71b90f464285,Build/OPR6.170623.013
DEV-71c1c333d0f1,SM-J320M Build/LMY47V | chrome 62.0 for android
DEV-71c86b2aa7e7,E5606 | chrome 62.0 for android
DEV-71cdbd6dd93d,XT1032 Build/LPBS23.13-56-2 | chrome 66.0 for android
DEV-71d582eb70eb,HUAWEI VNS-L53 Build/HUAWEIVNS-L53 | chrome 61.0 for android
DEV-71dae678752d,Hisense F23 Build/NRD90M | chrome 63.0 for android
DEV-71ed1124b404,chrome 65.0
DEV-71edee8b67e8,TA-1039 Build/N2G47H | chrome generic for android
DEV-71effe6fd24f,SM-S727VL Build/MMB29M | chrome 64.0 for android
DEV-72038ac6b84a,SM-G610M Build/MMB29K | chrome generic for android
DEV-721fd3a309a4,Moto G Play Build/MPIS24.241-15.3-7 | chrome 50.0 for android
DEV-7221aa5396c2,Ilium LT510 Build/MRA58K | chrome 61.0 for android
DEV-724d8e66c382,M4 SS4457 Build/MRA58K | chrome 65.0 for android
DEV-725a4373dcfb,M4 SS4452 Build/LMY47V | other
DEV-72b76c66b635,Ilium L610 Build/MRA58K | chrome 63.0 for android
DEV-72f915f4b6b1,iOS Device | iOS 10.3.1 | mobile safari 10.0 | 2208x1242
DEV-72fe528495f9,XT1032 Build/LPBS23.13-56-2 | chrome 62.0 for android
DEV-730d288e48ba,Windows | Windows 10 | firefox 59.0 | 1600x900
DEV-731ddc767f94,E2306 Build/26.3.A.1.33 | chrome 57.0 for android
DEV-739aa4a9ac62,SAMSUNG SM-A520F Build/NRD90M | samsung browser 5.2
DEV-739b172d4422,iOS Device | iOS 11.1.2 | mobile safari generic | 2048x1536
DEV-739fbd614ee5,Mi A1 Build/OPR1.170623.026
DEV-73a106cd57a9,MacOS | Mac OS X 10_11_6 | chrome 66.0 | 2880x1800
DEV-73a60baa49cc,safari 9.0
DEV-73db330d2e22,F3213 Build/36.1.A.1.86 | chrome 66.0 for android
DEV-73dbe696f91a,Moto G (5) Plus Build/NPN25.137-92 | android webview 4.0
DEV-73e721af1e8a,LG-K500 Build/MMB29M | chrome 64.0 for android
DEV-74063e286cf8,iOS Device | iOS 11.2.1 | mobile safari 11.0 | 2001x1125
DEV-740fb9a2e12a,Windows | Windows 8.1 | chrome 62.0 | 1366x768
DEV-742a784530e7,XT1580 | chrome 56.0 for android
DEV-747af5ebba1f,E5306 Build/27.3.A.0.165 | chrome 64.0 for android
DEV-74b504b10953,5080A Build/MRA58K | chrome 63.0 for android
DEV-753c2ec04308,5080A Build/MRA58K | chrome 65.0 for android
DEV-754e6a2fc723,SM-J700M Build/LMY48B | chrome 60.0 for android
DEV-7578648e5345,Ilium L1120 Build/NRD90M | chrome 60.0 for android
DEV-759791a02333,GT-I9060M Build/KTU84P | chrome
DEV-75b315e020e5,SM-A300H Build/LRX22G | chrome 63.0 for android
DEV-75d9597ab930,LG-X210 Build/LMY47I | chrome 62.0 for android
DEV-75eead743a13,Lenovo | chrome 62.0 for android
DEV-760007dbf4ea,TRT-L53 Build/HUAWEITRT-L53 | chrome 63.0 for android
DEV-7607cbdc82a6,LG-H542 Build/MRA58K | chrome 54.0 for android
DEV-7665dab23c6e,Mi A1 Build/OPR1.170623.026 | chrome 66.0 for android
DEV-7675697f42db,LGMS550 Build/NRD90U | chrome 66.0 for android
DEV-76b49b26e291,Kylin | chrome 65.0 for android
DEV-76edf229e1d4,F8331 Build/41.2.A.7.76 | chrome 63.0 for android
DEV-76fefe21a75e,Hisense U963 Build/MRA58K | chrome 66.0 for android
DEV-77038823b885,SAMSUNG SM-G950F Build/R16NW | samsung browser 7.0
DEV-773587c0071b,SAMSUNG SM-G610M Build/MMB29K | samsung browser generic
DEV-773e5e23135d,SM-A500M Build/KTU84P | chrome 66.0 for android
DEV-776664b0f65f,MacOS | Mac OS X 10_10_5 | chrome generic | 1366x768
DEV-776df0f89e8b,HTC Desire 530 Build/MMB29M | chrome 66.0 for android
DEV-77798c392dd9,7_Plus | android webview 4.0
DEV-77aab10dc18c,Windows | chrome 58.0
DEV-77aec2227afd,Windows | Windows 7 | chrome 63.0 | 1600x900
DEV-77b400517676,SM-J100VPP Build/LMY48B | Android 5.1.1 | chrome 63.0 for android | 801x480
DEV-77c868f63f96,iOS Device | iOS 10.2.1 | mobile safari 10.0 | 1334x750
DEV-7835143cde8a,SM-G950F Build/NRD90M | chrome 63.0 for android
DEV-78359dfc9613,Lenovo-A6020l36 Build/LMY47V | other
DEV-783727a9495b,BLADE V8 SE Build/NRD90M | chrome 63.0 for android
DEV-785145cedac2,MacOS | Mac OS X 10_10_5 | safari generic | 1280x800
DEV-785b0ffa3bec,LG-H840 Build/NRD90U | chrome generic for android
DEV-786142ff1ea7,Windows | chrome 60.0
DEV-789041dd9052,F3313 Build/37.0.A.2.108 | chrome 62.0 for android
DEV-78ac083833f0,MacOS | Mac OS X 10_12_6 | chrome 63.0 | 1920x1080
DEV-78c0373c029c,LG-X240 Build/MRA58K | chrome 64.0 for android
DEV-78e30af81c94,iOS Device | iOS 10.3.1 | mobile safari 10.0 | 2048x1536
DEV-794073bebbc9,SM-A310M Build/LMY47X | chrome 65.0 for android
DEV-79462b5d80d8,Moto E (4) Plus Build/NMA26.42-69 | chrome generic
DEV-79c34e71307e,rv:35.0 | firefox
DEV-79fb7dd5ec84,RNE-L03 Build/HUAWEIRNE-L03 | chrome generic for android
DEV-79ff4e0cfdb2,Moto G (5) Build/NPPS25.137-15-11 | chrome generic
DEV-7a143ab6b216,iOS Device | iOS 11.2.1 | mobile safari 11.0 | 2048x1536
DEV-7a368e002eb6,TRT-L53 Build/HUAWEITRT-L53 | chrome 64.0 for android
DEV-7a416f8a6782,Blade A460 Build/LMY47O | chrome 64.0 for android
DEV-7a9ea9734f2b,SAMSUNG-SGH-I337 Build/KOT49H | chrome 62.0 for android
DEV-7abbd8604530,Windows | Windows 7 | chrome 66.0 | 1366x768
DEV-7ad706662059,HTC U11 Build/NMF26X | chrome 62.0 for android
DEV-7ad92cd9a03e,Z835 Build/NMF26V | Android 7.1.1 | chrome 56.0 for android | 855x480
DEV-7b03c9b8d668,SM-G530H Build/LRX22G | chrome 62.0 for android
DEV-7b0dd5979117,MacOS | Mac OS X 10_10_5 | safari 10.0 | 1920x1080
DEV-7b144c644c38,HUAWEI | chrome 62.0 for android
DEV-7b1c619b00a0,LG-H542 Build/MRA58K | chrome 61.0 for android
DEV-7b338467d2b7,Windows | Windows 10 | edge 16.0 | 1366x767
DEV-7b44fb791c77,AX1060 | chrome 65.0 for android
DEV-7b517a8dce20,MacOS | Mac OS X 10_11_6 | chrome 63.0 | 1600x900
DEV-7b6f8c0e771e,HUAWEI TAG-L13 Build/HUAWEITAG-L13 | chrome 62.0 for android
DEV-7b7166a58cbc,CHC-U03 Build/HuaweiCHC-U03 | chrome 63.0 for android
DEV-7b7505845a23,Moto G (5S | chrome generic
DEV-7b7e1330fe83,XT1063 Build/MPB24.65-34 | chrome 64.0 for android
DEV-7b90b816fec7,HUAWEI Y520-U03 Build/HUAWEIY520-U03 | chrome 63.0 for android
DEV-7baaf078b90c,SM-G950U Build/R16NW | Android 8.0.0 | chrome generic for android | 2220x1080
DEV-7bd508804d74,TA-1028 Build/O00623 | chrome 66.0 for android
DEV-7c19aa9717bf,AX1070 | chrome 63.0 for android
DEV-7c26edf6997a,Pixel 2 Build/OPM1.171019.011 | Android 8.1.0 | chrome 63.0 for android
DEV-7c314f74b06d,MHA-L09 Build/HUAWEIMHA-L09 | chrome generic for android
DEV-7c4770b08a2f,Max | android webview 4.0
DEV-7c4b26887ced,iOS Device | iOS 11.1.2 | mobile safari 11.0 | 2048x1536
DEV-7c64ca1fa769,Moto G (4) Build/NPJS25.93-14-10 | chrome generic
DEV-7c72a9bbadd4,SM-J730G Build/NRD90M | chrome 64.0 for android
DEV-7c76f42c571e,Windows | Windows 10 | chrome 66.0 | 1680x1050
DEV-7caf8edcc094,LG-H840 Build/NRD90U | chrome 63.0 for android
DEV-7cb60f489069,Moto G (5) Build/NPP25.137-93 | chrome generic
DEV-7cc890dd8e85,HTC Desire 10 lifestyle Build/MMB29M | chrome generic for android
DEV-7cdc7c9bdf23,C6906 | chrome 65.0 for android
DEV-7ced8d8d85cd,LG-X180g Build/LMY47I | chrome 65.0 for android
DEV-7d1e1f5a152b,Ilium L910 Build/MRA58K | chrome 62.0 for android
DEV-7d83288628d6,MacOS | Mac OS X 10_12_6 | safari generic | 1280x800
DEV-7da46aaf203b,Windows | chrome 67.0
DEV-7dd25a5c738a,SM-G610M Build/NRD90M | chrome 65.0 for android
DEV-7ded8d2049c8,Tab2A7-10F | chrome 63.0 for android
DEV-7e1d781f045d,iOS Device | iOS 11.2.6 | mobile safari generic | 1334x750
DEV-7e60b01a90ea,EVA-L09 Build/HUAWEIEVA-L09 | chrome 64.0 for android
DEV-7e70a176a807,LG-K410 Build/LRX22G | chrome 65.0 for android
DEV-7e8b9d42734e,LG-K200 Build/MXB48T | chrome 65.0 for android
DEV-7eebe4b0e854,CRO-L03 Build/HUAWEICRO-L03 | chrome 62.0 for android
DEV-7ef9e20fc3c4,Moto | chrome generic
DEV-7efe2a375e54,SAMSUNG SM-G610M Build/MMB29K | samsung browser 6.2
DEV-7f573b1360c2,Linux | chrome 65.0 | 2560x1440
DEV-7fa13eae66ec,5056A Build/MMB29M | chrome 64.0 for android
DEV-7fbaca3876a3,SM-J701M Build/NRD90M | chrome 66.0 for android
DEV-7fc9d702c6e1,HUAWEI RIO-L03 Build/HUAWEIRIO-L03 | chrome 62.0 for android
DEV-7fd67f824d0e,SAMSUNG | samsung browser generic
DEV-7fdaedf604a6,MotoE2(4G-LTE | chrome generic
DEV-7fedff9d1e7d,F3113 Build/33.3.A.1.97 | chrome 64.0 for android
DEV-8003bbe074c4,LG-H990 Build/NRD90M | chrome 64.0 for android
DEV-8010f6569b63,Hisense L675 Build/MRA58K | chrome 55.0 for android
DEV-8018d19b3765,Windows | Windows 7 | chrome 63.0 | 1280x720
DEV-801fb650c95a,Blade A510 Build/MRA58K | chrome 63.0 for android
DEV-80219e279f62,ILIUM | chrome 57.0 for android
DEV-8029c6895e3f,Trident/7.0 | Windows 7 | ie 11.0 for desktop | 1920x1080
DEV-80649f34a171,SM-J510MN Build/MMB29M | chrome 61.0 for android
DEV-806b4251f82b,Windows | Windows 7 | chrome 63.0 | 2048x1152
DEV-808716bebccb,SM-G925I Build/NRD90M | chrome 63.0 for android
DEV-809c54784842,Lenovo K33b36 Build/MMB29M | chrome 62.0 for android
DEV-809cf85b97a6,verykools5004 | chrome
DEV-80a3efedab95,Windows | Windows 10 | edge 15.0 | 1600x900
DEV-80b4cd6eec94,Windows | ie 11.0 for desktop
DEV-80c0e7f54ba1,SM-G900V | chrome 62.0 for android
DEV-80ccf587da01,ALCATEL ONE TOUCH 7047A Build/JDQ39 | chrome 51.0 for android
DEV-80f6c1b33239,LG-M700 Build/NMF26X | chrome 64.0 for android
DEV-80f74655c580,MacOS | Mac OS X 10_13_1 | chrome 62.0 | 1920x1080
DEV-811d88093646,XT1635-02 Build/NPN26.118-22-2 | chrome 63.0 for android
DEV-814674078ac4,MacOS | Mac OS X 10_11_6 | chrome 66.0 | 1920x1080
