id,pattern,outcome,exposure_usd
CC-3073,card_not_present_fraud,confirmed_fraud,34.52
CC-3074,account_takeover,confirmed_fraud,145.96
CC-3075,card_not_present_new_device,confirmed_fraud,606.67
CC-3076,card_not_present_fraud,confirmed_fraud,139.89
CC-3077,card_not_present_new_device,confirmed_fraud,1350.14
CC-3078,card_not_present_new_device,confirmed_fraud,150.04
CC-3079,card_not_present_new_device,confirmed_fraud,847.02
CC-3080,card_not_present_fraud,confirmed_fraud,33.44
CC-3081,out_of_region_use,confirmed_fraud,116.94
CC-3082,card_not_present_fraud,confirmed_fraud,400.01
CC-3083,out_of_region_use,confirmed_fraud,576.57
CC-3084,card_not_present_fraud,confirmed_fraud,79.17
CC-3085,account_takeover,confirmed_fraud,2328.05
CC-3086,card_not_present_fraud,confirmed_fraud,36.32
CC-3087,card_not_present_new_device,confirmed_fraud,25.04
CC-3088,card_not_present_new_device,confirmed_fraud,149.91
CC-3089,account_takeover,confirmed_fraud,77.96
CC-3090,card_not_present_new_device,confirmed_fraud,174.95
CC-3091,card_not_present_fraud,confirmed_fraud,22.48
CC-3092,none,cleared,0.0
CC-3093,account_takeover,confirmed_fraud,12036.52
CC-3094,account_takeover,confirmed_fraud,234.1
CC-3095,card_not_present_new_device,confirmed_fraud,350.0
CC-3096,none,cleared,0.0
CC-3097,card_not_present_new_device,confirmed_fraud,50.08
CC-3098,card_not_present_fraud,confirmed_fraud,29.93
CC-3099,card_not_present_fraud,confirmed_fraud,28.35
CC-3100,card_not_present_fraud,confirmed_fraud,16.62
CC-3101,account_takeover,confirmed_fraud,746.85
CC-3102,card_not_present_new_device,confirmed_fraud,200.01
CC-3103,none,cleared,0.0
CC-3104,account_takeover,confirmed_fraud,34.06
CC-3105,none,cleared,0.0
CC-3106,card_not_present_fraud,confirmed_fraud,67.08
CC-3107,none,cleared,0.0
CC-3108,out_of_region_use,confirmed_fraud,4332.97
CC-3109,account_takeover,confirmed_fraud,444.99
CC-3110,card_not_present_new_device,confirmed_fraud,401.3
CC-3111,card_not_present_new_device,confirmed_fraud,319.5
CC-3112,card_not_present_new_device,confirmed_fraud,300.04
CC-3113,account_takeover,confirmed_fraud,116.79
CC-3114,none,cleared,0.0
CC-3115,card_not_present_fraud,confirmed_fraud,33.49
CC-3116,account_takeover,confirmed_fraud,225.98
CC-3117,account_takeover,confirmed_fraud,1415.75
CC-3118,card_not_present_fraud,confirmed_fraud,149.97
CC-3119,card_not_present_new_device,confirmed_fraud,805.11
CC-3120,card_not_present_fraud,confirmed_fraud,156.64
CC-3121,out_of_region_use,confirmed_fraud,883.98
CC-3122,out_of_region_use,confirmed_fraud,108.0
CC-3123,card_not_present_new_device,confirmed_fraud,227.55
CC-3124,card_not_present_new_device,confirmed_fraud,38.26
CC-3125,card_not_present_fraud,confirmed_fraud,154.61
CC-3126,card_not_present_fraud,confirmed_fraud,20.17
CC-3127,account_takeover,confirmed_fraud,1539.01
CC-3128,out_of_region_use,confirmed_fraud,150.94
CC-3129,card_not_present_new_device,confirmed_fraud,59.99
CC-3130,account_takeover,confirmed_fraud,554.01
CC-3131,account_takeover,confirmed_fraud,52.96
CC-3132,none,cleared,0.0
CC-3133,card_not_present_new_device,confirmed_fraud,1099.98
CC-3134,card_not_present_new_device,confirmed_fraud,155.38
CC-3135,account_takeover,confirmed_fraud,85.95
CC-3136,account_takeover,confirmed_fraud,73.99
CC-3137,card_not_present_new_device,confirmed_fraud,339.63
CC-3138,account_takeover,confirmed_fraud,257.79
CC-3139,card_not_present_fraud,confirmed_fraud,62.64
CC-3140,account_takeover,confirmed_fraud,59.02
CC-3141,account_takeover,confirmed_fraud,614.98
CC-3142,card_not_present_fraud,confirmed_fraud,324.41
CC-3143,card_not_present_fraud,confirmed_fraud,549.83
CC-3144,out_of_region_use,confirmed_fraud,196.09
CC-3145,account_takeover,confirmed_fraud,117.07
CC-3146,card_not_present_fraud,confirmed_fraud,90.01
CC-3147,account_takeover,confirmed_fraud,160.95
CC-3148,none,cleared,0.0
CC-3149,card_not_present_fraud,confirmed_fraud,88.96
CC-3150,account_takeover,confirmed_fraud,1093.89
CC-3151,card_not_present_fraud,confirmed_fraud,4.8
CC-3152,account_takeover,confirmed_fraud,93.15
CC-3153,account_takeover,confirmed_fraud,77.0
CC-3154,out_of_region_use,confirmed_fraud,326.98
CC-3155,account_takeover,confirmed_fraud,1884.88
CC-3156,card_not_present_new_device,confirmed_fraud,150.04
CC-3157,card_not_present_fraud,confirmed_fraud,17.91
CC-3158,card_not_present_fraud,confirmed_fraud,52.3
CC-3159,card_not_present_fraud,confirmed_fraud,77.4
CC-3160,account_takeover,confirmed_fraud,46.99
CC-3161,account_takeover,confirmed_fraud,210.02
CC-3162,account_takeover,confirmed_fraud,1355.19
CC-3163,card_not_present_new_device,confirmed_fraud,17.96
CC-3164,account_takeover,confirmed_fraud,592.92
CC-3165,card_not_present_fraud,confirmed_fraud,4.8
CC-3166,out_of_region_use,confirmed_fraud,116.99
CC-3167,account_takeover,confirmed_fraud,44.09
CC-3168,none,cleared,0.0
CC-3169,card_not_present_new_device,confirmed_fraud,49.98
CC-3170,account_takeover,confirmed_fraud,402.0
CC-3171,account_takeover,confirmed_fraud,445.06
CC-3172,card_not_present_fraud,confirmed_fraud,174.17
CC-3173,card_not_present_fraud,confirmed_fraud,20.74
CC-3174,card_not_present_new_device,confirmed_fraud,11.22
CC-3175,account_takeover,confirmed_fraud,480.97
CC-3176,account_takeover,confirmed_fraud,205.07
CC-3177,none,cleared,0.0
CC-3178,card_not_present_fraud,confirmed_fraud,61.59
CC-3179,out_of_region_use,confirmed_fraud,96.91
CC-3180,card_not_present_fraud,confirmed_fraud,199.95
CC-3181,card_not_present_new_device,confirmed_fraud,251.48
CC-3182,none,cleared,0.0
CC-3183,out_of_region_use,confirmed_fraud,289.89
CC-3184,none,cleared,0.0
CC-3185,card_not_present_fraud,confirmed_fraud,200.08
CC-3186,account_takeover,confirmed_fraud,116.93
CC-3187,account_takeover,confirmed_fraud,116.99
CC-3188,card_not_present_fraud,confirmed_fraud,449.99
CC-3189,out_of_region_use,confirmed_fraud,631.0
CC-3190,card_not_present_fraud,confirmed_fraud,232.04
CC-3191,account_takeover,confirmed_fraud,184.83
CC-3192,card_not_present_new_device,confirmed_fraud,299.94
CC-3193,card_not_present_new_device,confirmed_fraud,75.09
CC-3194,none,cleared,0.0
CC-3195,card_not_present_fraud,confirmed_fraud,250.04
CC-3196,card_not_present_new_device,confirmed_fraud,450.08
CC-3197,account_takeover,confirmed_fraud,585.96
CC-3198,card_not_present_fraud,confirmed_fraud,60.42
CC-3199,none,cleared,0.0
CC-3200,card_not_present_new_device,confirmed_fraud,48.72
CC-3201,card_not_present_fraud,confirmed_fraud,33.59
CC-3202,account_takeover,confirmed_fraud,502.18
CC-3203,account_takeover,confirmed_fraud,39.01
CC-3204,card_not_present_new_device,confirmed_fraud,499.98
CC-3205,card_not_present_new_device,confirmed_fraud,91.08
CC-3206,card_not_present_new_device,confirmed_fraud,100.24
CC-3207,account_takeover,confirmed_fraud,2597.89
CC-3208,account_takeover,confirmed_fraud,371.96
CC-3209,card_not_present_fraud,confirmed_fraud,93.96
CC-3210,card_not_present_new_device,confirmed_fraud,249.89
CC-3211,card_not_present_fraud,confirmed_fraud,150.01
CC-3212,out_of_region_use,confirmed_fraud,1092.45
CC-3213,card_not_present_fraud,confirmed_fraud,150.02
CC-3214,account_takeover,confirmed_fraud,1133.92
CC-3215,card_not_present_new_device,confirmed_fraud,50.06
CC-3216,card_not_present_new_device,confirmed_fraud,449.97
CC-3217,card_not_present_new_device,confirmed_fraud,48.64
CC-3218,card_not_present_fraud,confirmed_fraud,150.04
CC-3219,card_not_present_new_device,confirmed_fraud,924.84
CC-3220,card_not_present_fraud,confirmed_fraud,150.07
CC-3221,card_not_present_new_device,confirmed_fraud,18477.45
CC-3222,account_takeover,confirmed_fraud,170.98
CC-3223,card_not_present_fraud,confirmed_fraud,33.46
CC-3224,out_of_region_use,confirmed_fraud,477.96
CC-3225,card_not_present_fraud,confirmed_fraud,100.04
CC-3226,account_takeover,confirmed_fraud,98.98
CC-3227,account_takeover,confirmed_fraud,279.94
CC-3228,card_not_present_fraud,confirmed_fraud,300.04
CC-3229,card_not_present_fraud,confirmed_fraud,67.14
CC-3230,card_not_present_fraud,confirmed_fraud,100.01
CC-3231,none,cleared,0.0
CC-3232,card_not_present_fraud,confirmed_fraud,174.93
CC-3233,account_takeover,confirmed_fraud,28.93
CC-3234,out_of_region_use,confirmed_fraud,25.86
CC-3235,card_not_present_new_device,confirmed_fraud,399.94
CC-3236,account_takeover,confirmed_fraud,444.97
CC-3237,card_not_present_fraud,confirmed_fraud,27.09
CC-3238,card_not_present_fraud,confirmed_fraud,55.94
CC-3239,card_not_present_new_device,confirmed_fraud,1199.96
CC-3240,card_not_present_new_device,confirmed_fraud,299.86
CC-3241,account_takeover,confirmed_fraud,54.55
CC-3242,account_takeover,confirmed_fraud,652.11
CC-3243,card_not_present_new_device,confirmed_fraud,300.01
CC-3244,card_not_present_fraud,confirmed_fraud,41.02
CC-3245,none,cleared,0.0
CC-3246,card_not_present_new_device,confirmed_fraud,650.04
CC-3247,account_takeover,confirmed_fraud,261.96
CC-3248,account_takeover,confirmed_fraud,15857.38
CC-3249,out_of_region_use,confirmed_fraud,279.94
CC-3250,card_not_present_new_device,confirmed_fraud,1048.56
CC-3251,card_not_present_new_device,confirmed_fraud,76.05
CC-3252,card_not_present_fraud,confirmed_fraud,26.14
CC-3253,account_takeover,confirmed_fraud,58.99
CC-3254,account_takeover,confirmed_fraud,215.75
CC-3255,card_not_present_fraud,confirmed_fraud,150.02
CC-3256,card_not_present_new_device,confirmed_fraud,39.88
CC-3257,out_of_region_use,confirmed_fraud,49.06
CC-3258,card_not_present_new_device,confirmed_fraud,49.95
CC-3259,out_of_region_use,confirmed_fraud,86.99
CC-3260,account_takeover,confirmed_fraud,204.99
CC-3261,account_takeover,confirmed_fraud,1576.02
CC-3262,card_not_present_fraud,confirmed_fraud,346.36
CC-3263,card_not_present_new_device,confirmed_fraud,149.97
CC-3264,card_not_present_new_device,confirmed_fraud,105.94
CC-3265,account_takeover,confirmed_fraud,2809.94
CC-3266,account_takeover,confirmed_fraud,54.04
CC-3267,out_of_region_use,confirmed_fraud,86.94
CC-3268,out_of_region_use,confirmed_fraud,43.93
CC-3269,card_not_present_fraud,confirmed_fraud,47.21
CC-3270,none,cleared,0.0
CC-3271,card_not_present_new_device,confirmed_fraud,583.99
CC-3272,card_not_present_fraud,confirmed_fraud,299.97
CC-3273,account_takeover,confirmed_fraud,97.9
CC-3274,card_not_present_new_device,confirmed_fraud,299.99
CC-3275,card_not_present_new_device,confirmed_fraud,150.08
CC-3276,out_of_region_use,confirmed_fraud,117.07
CC-3277,card_not_present_new_device,confirmed_fraud,306.04
CC-3278,card_not_present_fraud,confirmed_fraud,175.05
CC-3279,card_not_present_new_device,confirmed_fraud,49.95
CC-3280,card_not_present_fraud,confirmed_fraud,75.02
CC-3281,none,cleared,0.0
CC-3282,account_takeover,confirmed_fraud,935.89
CC-3283,account_takeover,confirmed_fraud,474.9
CC-3284,account_takeover,confirmed_fraud,452.16
CC-3285,card_not_present_fraud,confirmed_fraud,249.44
CC-3286,card_not_present_fraud,confirmed_fraud,74.68
CC-3287,account_takeover,confirmed_fraud,273.01
CC-3288,card_not_present_new_device,confirmed_fraud,428.15
CC-3289,card_not_present_new_device,confirmed_fraud,99.91
CC-3290,card_not_present_new_device,confirmed_fraud,425.14
CC-3291,out_of_region_use,confirmed_fraud,49.03
CC-3292,account_takeover,confirmed_fraud,59.0
CC-3293,card_not_present_fraud,confirmed_fraud,63.83
CC-3294,out_of_region_use,confirmed_fraud,389.97
CC-3295,card_not_present_fraud,confirmed_fraud,100.03
CC-3296,none,cleared,0.0
CC-3297,out_of_region_use,confirmed_fraud,91.15
CC-3298,out_of_region_use,confirmed_fraud,294.92
CC-3299,account_takeover,confirmed_fraud,56.47
CC-3300,out_of_region_use,confirmed_fraud,280.09
CC-3301,card_not_present_new_device,confirmed_fraud,149.95
CC-3302,card_not_present_new_device,confirmed_fraud,450.12
CC-3303,card_not_present_new_device,confirmed_fraud,250.03
CC-3304,account_takeover,confirmed_fraud,166.08
CC-3305,card_not_present_fraud,confirmed_fraud,150.08
CC-3306,card_not_present_fraud,confirmed_fraud,399.92
CC-3307,card_not_present_new_device,confirmed_fraud,30.05
CC-3308,card_not_present_fraud,confirmed_fraud,44.22
CC-3309,out_of_region_use,confirmed_fraud,739.89
CC-3310,account_takeover,confirmed_fraud,507.13
CC-3311,account_takeover,confirmed_fraud,323.09
CC-3312,account_takeover,confirmed_fraud,262.46
CC-3313,account_takeover,confirmed_fraud,625.15
CC-3314,out_of_region_use,confirmed_fraud,117.99
CC-3315,account_takeover,confirmed_fraud,97.94
CC-3316,none,cleared,0.0
CC-3317,card_not_present_fraud,confirmed_fraud,25.7
CC-3318,account_takeover,confirmed_fraud,884.05
CC-3319,account_takeover,confirmed_fraud,4322.52
CC-3320,out_of_region_use,confirmed_fraud,117.07
CC-3321,card_not_present_new_device,confirmed_fraud,100.03
CC-3322,out_of_region_use,confirmed_fraud,892.65
CC-3323,out_of_region_use,confirmed_fraud,93.56
CC-3324,card_not_present_new_device,confirmed_fraud,149.93
CC-3325,account_takeover,confirmed_fraud,113.98
CC-3326,account_takeover,confirmed_fraud,398.01
CC-3327,account_takeover,confirmed_fraud,528.69
CC-3328,out_of_region_use,confirmed_fraud,117.05
CC-3329,out_of_region_use,confirmed_fraud,225.99
CC-3330,card_not_present_fraud,confirmed_fraud,99.85
CC-3331,account_takeover,confirmed_fraud,477.84
CC-3332,none,cleared,0.0
CC-3333,account_takeover,confirmed_fraud,1625.99
CC-3334,card_not_present_fraud,confirmed_fraud,100.02
CC-3335,out_of_region_use,confirmed_fraud,117.08
CC-3336,card_not_present_fraud,confirmed_fraud,156.52
CC-3337,card_not_present_fraud,confirmed_fraud,250.05
CC-3338,out_of_region_use,confirmed_fraud,74.09
CC-3339,card_not_present_fraud,confirmed_fraud,92.38
CC-3340,card_not_present_fraud,confirmed_fraud,14.22
CC-3341,card_not_present_fraud,confirmed_fraud,19.9
CC-3342,card_not_present_fraud,confirmed_fraud,175.06
CC-3343,card_not_present_fraud,confirmed_fraud,37.28
CC-3344,card_not_present_fraud,confirmed_fraud,174.98
CC-3345,card_not_present_fraud,confirmed_fraud,99.97
CC-3346,card_not_present_fraud,confirmed_fraud,199.99
CC-3347,card_not_present_new_device,confirmed_fraud,130.03
CC-3348,account_takeover,confirmed_fraud,58.96
CC-3349,account_takeover,confirmed_fraud,107.86
CC-3350,card_not_present_new_device,confirmed_fraud,74.93
CC-3351,card_not_present_fraud,confirmed_fraud,82.37
CC-3352,account_takeover,confirmed_fraud,58.98
CC-3353,card_not_present_new_device,confirmed_fraud,39.62
CC-3354,none,cleared,0.0
CC-3355,account_takeover,confirmed_fraud,6501.32
CC-3356,card_not_present_new_device,confirmed_fraud,38.51
CC-3357,out_of_region_use,confirmed_fraud,549.04
CC-3358,card_not_present_fraud,confirmed_fraud,333.69
CC-3359,card_not_present_fraud,confirmed_fraud,120.05
CC-3360,none,cleared,0.0
CC-3361,account_takeover,confirmed_fraud,6352.08
CC-3362,none,cleared,0.0
CC-3363,account_takeover,confirmed_fraud,87.88
CC-3364,account_takeover,confirmed_fraud,199.88
CC-3365,card_not_present_fraud,confirmed_fraud,800.06
CC-3366,none,cleared,0.0
CC-3367,account_takeover,confirmed_fraud,209.98
CC-3368,card_not_present_new_device,confirmed_fraud,24.99
CC-3369,card_not_present_fraud,confirmed_fraud,99.93
CC-3370,account_takeover,confirmed_fraud,1111.92
CC-3371,account_takeover,confirmed_fraud,449.82
CC-3372,card_not_present_fraud,confirmed_fraud,50.07
CC-3373,account_takeover,confirmed_fraud,1491.91
CC-3374,out_of_region_use,confirmed_fraud,107.94
CC-3375,card_not_present_fraud,confirmed_fraud,199.93
CC-3376,card_not_present_fraud,confirmed_fraud,20.04
CC-3377,out_of_region_use,confirmed_fraud,67.91
CC-3378,out_of_region_use,confirmed_fraud,117.91
CC-3379,none,cleared,0.0
CC-3380,out_of_region_use,confirmed_fraud,506.01
CC-3381,card_not_present_fraud,confirmed_fraud,100.02
CC-3382,out_of_region_use,confirmed_fraud,755.98
CC-3383,card_not_present_fraud,confirmed_fraud,139.37
CC-3384,card_not_present_fraud,confirmed_fraud,149.97
CC-3385,none,cleared,0.0
CC-3386,card_not_present_new_device,confirmed_fraud,49.93
CC-3387,none,cleared,0.0
CC-3388,account_takeover,confirmed_fraud,452.0
CC-3389,account_takeover,confirmed_fraud,48.91
CC-3390,card_not_present_new_device,confirmed_fraud,300.04
CC-3391,card_not_present_fraud,confirmed_fraud,200.03
CC-3392,card_not_present_fraud,confirmed_fraud,26.5
CC-3393,card_not_present_new_device,confirmed_fraud,17.72
CC-3394,account_takeover,confirmed_fraud,960.19
CC-3395,card_not_present_fraud,confirmed_fraud,450.01
CC-3396,card_not_present_fraud,confirmed_fraud,150.0
CC-3397,card_not_present_fraud,confirmed_fraud,29.77
CC-3398,card_not_present_new_device,confirmed_fraud,99.92
CC-3399,out_of_region_use,confirmed_fraud,226.09
CC-3400,account_takeover,confirmed_fraud,145.96
CC-3401,out_of_region_use,confirmed_fraud,435.04
CC-3402,out_of_region_use,confirmed_fraud,107.03
CC-3403,out_of_region_use,confirmed_fraud,569.19
CC-3404,card_not_present_fraud,confirmed_fraud,4.8
CC-3405,out_of_region_use,confirmed_fraud,1482.99
CC-3406,none,cleared,0.0
CC-3407,none,cleared,0.0
CC-3408,out_of_region_use,confirmed_fraud,279.99
CC-3409,card_not_present_fraud,confirmed_fraud,200.09
CC-3410,account_takeover,confirmed_fraud,559.98
CC-3411,none,cleared,0.0
CC-3412,none,cleared,0.0
CC-3413,none,cleared,0.0
CC-3414,card_not_present_fraud,confirmed_fraud,99.93
CC-3415,card_not_present_new_device,confirmed_fraud,33.53
CC-3416,none,cleared,0.0
CC-3417,account_takeover,confirmed_fraud,664.07
CC-3418,out_of_region_use,confirmed_fraud,317.01
CC-3419,account_takeover,confirmed_fraud,3717.99
CC-3420,card_not_present_new_device,confirmed_fraud,16.51
CC-3421,card_not_present_new_device,confirmed_fraud,249.92
CC-3422,card_not_present_fraud,confirmed_fraud,124.24
CC-3423,card_not_present_new_device,confirmed_fraud,400.07
CC-3424,card_not_present_fraud,confirmed_fraud,400.09
CC-3425,account_takeover,confirmed_fraud,87.97
CC-3426,card_not_present_fraud,confirmed_fraud,135.9
CC-3427,card_not_present_fraud,confirmed_fraud,100.03
CC-3428,card_not_present_fraud,confirmed_fraud,1500.0
CC-3429,out_of_region_use,confirmed_fraud,31.08
CC-3430,card_not_present_fraud,confirmed_fraud,74.95
CC-3431,card_not_present_new_device,confirmed_fraud,55.96
CC-3432,card_not_present_new_device,confirmed_fraud,743.91
CC-3433,account_takeover,confirmed_fraud,39.08
CC-3434,account_takeover,confirmed_fraud,394.03
CC-3435,none,cleared,0.0
CC-3436,card_not_present_new_device,confirmed_fraud,1250.09
CC-3437,card_not_present_fraud,confirmed_fraud,200.04
CC-3438,card_not_present_new_device,confirmed_fraud,249.95
CC-3439,out_of_region_use,confirmed_fraud,454.82
CC-3440,card_not_present_fraud,confirmed_fraud,114.5
CC-3441,account_takeover,confirmed_fraud,97.92
CC-3442,out_of_region_use,confirmed_fraud,211.0
CC-3443,card_not_present_fraud,confirmed_fraud,349.93
CC-3444,card_not_present_fraud,confirmed_fraud,350.07
CC-3445,card_not_present_fraud,confirmed_fraud,99.94
CC-3446,card_not_present_fraud,confirmed_fraud,40.14
CC-3447,card_not_present_new_device,confirmed_fraud,30.11
CC-3448,card_not_present_new_device,confirmed_fraud,974.94
CC-3449,out_of_region_use,confirmed_fraud,585.23
CC-3450,card_not_present_new_device,confirmed_fraud,510.74
CC-3451,out_of_region_use,confirmed_fraud,44.51
CC-3452,card_not_present_new_device,confirmed_fraud,277.33
CC-3453,account_takeover,confirmed_fraud,225.94
CC-3454,card_not_present_fraud,confirmed_fraud,300.05
CC-3455,card_not_present_fraud,confirmed_fraud,274.97
CC-3456,account_takeover,confirmed_fraud,59.06
CC-3457,out_of_region_use,confirmed_fraud,670.11
CC-3458,none,cleared,0.0
CC-3459,account_takeover,confirmed_fraud,171.85
CC-3460,card_not_present_new_device,confirmed_fraud,89.02
CC-3461,card_not_present_new_device,confirmed_fraud,1559.94
CC-3462,account_takeover,confirmed_fraud,87.08
CC-3463,none,cleared,0.0
CC-3464,card_not_present_new_device,confirmed_fraud,249.93
CC-3465,none,cleared,0.0
CC-3466,card_not_present_new_device,confirmed_fraud,200.05
CC-3467,account_takeover,confirmed_fraud,117.98
CC-3468,out_of_region_use,confirmed_fraud,311.89
CC-3469,account_takeover,confirmed_fraud,602.8
CC-3470,account_takeover,confirmed_fraud,1417.17
CC-3471,card_not_present_new_device,confirmed_fraud,433.88
CC-3472,card_not_present_fraud,confirmed_fraud,275.06
CC-3473,card_not_present_new_device,confirmed_fraud,449.99
CC-3474,account_takeover,confirmed_fraud,30.99
CC-3475,none,cleared,0.0
CC-3476,out_of_region_use,confirmed_fraud,146.77
CC-3477,account_takeover,confirmed_fraud,468.13
CC-3478,card_not_present_new_device,confirmed_fraud,16.36
CC-3479,card_not_present_new_device,confirmed_fraud,150.06
CC-3480,out_of_region_use,confirmed_fraud,225.96
CC-3481,out_of_region_use,confirmed_fraud,142.05
CC-3482,none,cleared,0.0
CC-3483,card_not_present_fraud,confirmed_fraud,231.98
CC-3484,none,cleared,0.0
CC-3485,card_not_present_fraud,confirmed_fraud,174.91
CC-3486,account_takeover,confirmed_fraud,135.95
CC-3487,out_of_region_use,confirmed_fraud,261.93
CC-3488,card_not_present_fraud,confirmed_fraud,63.31
CC-3489,card_not_present_fraud,confirmed_fraud,302.59
CC-3490,account_takeover,confirmed_fraud,2160.85
CC-3491,card_not_present_new_device,confirmed_fraud,2327.32
CC-3492,card_not_present_fraud,confirmed_fraud,25.78
CC-3493,account_takeover,confirmed_fraud,2156.14
CC-3494,out_of_region_use,confirmed_fraud,323.7
CC-3495,account_takeover,confirmed_fraud,285.07
CC-3496,out_of_region_use,confirmed_fraud,103.93
CC-3497,card_not_present_fraud,confirmed_fraud,32.69
CC-3498,none,cleared,0.0
CC-3499,out_of_region_use,confirmed_fraud,40.03
CC-3500,account_takeover,confirmed_fraud,64.98
CC-3501,card_not_present_new_device,confirmed_fraud,1000.11
CC-3502,out_of_region_use,confirmed_fraud,43.98
CC-3503,card_not_present_new_device,confirmed_fraud,21.47
CC-3504,out_of_region_use,confirmed_fraud,209.86
CC-3505,card_not_present_fraud,confirmed_fraud,200.05
CC-3506,none,cleared,0.0
CC-3507,out_of_region_use,confirmed_fraud,50.04
CC-3508,out_of_region_use,confirmed_fraud,177.83
CC-3509,card_not_present_fraud,confirmed_fraud,200.04
CC-3510,card_not_present_fraud,confirmed_fraud,18.41
CC-3511,out_of_region_use,confirmed_fraud,1785.47
CC-3512,account_takeover,confirmed_fraud,49.07
CC-3513,card_not_present_fraud,confirmed_fraud,40.05
CC-3514,out_of_region_use,confirmed_fraud,16607.15
CC-3515,none,cleared,0.0
CC-3516,card_not_present_new_device,confirmed_fraud,100.03
CC-3517,card_not_present_fraud,confirmed_fraud,14.12
CC-3518,account_takeover,confirmed_fraud,525.08
CC-3519,card_not_present_new_device,confirmed_fraud,14.22
CC-3520,none,cleared,0.0
CC-3521,none,cleared,0.0
CC-3522,card_not_present_fraud,confirmed_fraud,79.45
CC-3523,out_of_region_use,confirmed_fraud,315.06
CC-3524,card_not_present_fraud,confirmed_fraud,234.54
CC-3525,account_takeover,confirmed_fraud,87.08
CC-3526,account_takeover,confirmed_fraud,211.78
CC-3527,out_of_region_use,confirmed_fraud,46.98
CC-3528,account_takeover,confirmed_fraud,11251.92
CC-3529,account_takeover,confirmed_fraud,444.96
CC-3530,account_takeover,confirmed_fraud,279.94
CC-3531,card_not_present_fraud,confirmed_fraud,199.99
CC-3532,card_not_present_new_device,confirmed_fraud,128.91
CC-3533,account_takeover,confirmed_fraud,170.92
CC-3534,account_takeover,confirmed_fraud,87.96
CC-3535,account_takeover,confirmed_fraud,520.47
CC-3536,card_not_present_fraud,confirmed_fraud,299.92
CC-3537,out_of_region_use,confirmed_fraud,275.93
CC-3538,account_takeover,confirmed_fraud,4015.44
CC-3539,card_not_present_new_device,confirmed_fraud,100.09
CC-3540,none,cleared,0.0
CC-3541,card_not_present_new_device,confirmed_fraud,124.96
CC-3542,account_takeover,confirmed_fraud,774.86
CC-3543,account_takeover,confirmed_fraud,47.98
CC-3544,none,cleared,0.0
CC-3545,card_not_present_fraud,confirmed_fraud,100.02
CC-3546,card_not_present_new_device,confirmed_fraud,500.04
CC-3547,none,cleared,0.0
CC-3548,account_takeover,confirmed_fraud,1539.05
CC-3549,card_not_present_new_device,confirmed_fraud,749.99
CC-3550,card_not_present_new_device,confirmed_fraud,112.25
CC-3551,card_not_present_new_device,confirmed_fraud,931.31
CC-3552,card_not_present_new_device,confirmed_fraud,15.06
CC-3553,card_not_present_new_device,confirmed_fraud,479.97
CC-3554,out_of_region_use,confirmed_fraud,365.09
CC-3555,card_not_present_new_device,confirmed_fraud,344.5
CC-3556,card_not_present_fraud,confirmed_fraud,49.93
CC-3557,card_not_present_fraud,confirmed_fraud,200.01
CC-3558,out_of_region_use,confirmed_fraud,279.97
CC-3559,card_not_present_fraud,confirmed_fraud,10.33
CC-3560,card_not_present_new_device,confirmed_fraud,349.97
CC-3561,out_of_region_use,confirmed_fraud,53.95
CC-3562,card_not_present_new_device,confirmed_fraud,313.75
CC-3563,card_not_present_fraud,confirmed_fraud,99.95
CC-3564,card_not_present_new_device,confirmed_fraud,593.51
CC-3565,out_of_region_use,confirmed_fraud,1330.12
CC-3566,card_not_present_fraud,confirmed_fraud,88.07
CC-3567,account_takeover,confirmed_fraud,116.98
CC-3568,account_takeover,confirmed_fraud,878.13
CC-3569,out_of_region_use,confirmed_fraud,342.01
CC-3570,none,cleared,0.0
CC-3571,card_not_present_fraud,confirmed_fraud,237.74
CC-3572,card_not_present_fraud,confirmed_fraud,149.96
CC-3573,card_not_present_new_device,confirmed_fraud,250.0
CC-3574,account_takeover,confirmed_fraud,500.02
CC-3575,out_of_region_use,confirmed_fraud,26.02
CC-3576,card_not_present_fraud,confirmed_fraud,80.34
CC-3577,card_not_present_new_device,confirmed_fraud,899.89
CC-3578,out_of_region_use,confirmed_fraud,253.96
CC-3579,none,cleared,0.0
CC-3580,card_not_present_new_device,confirmed_fraud,27.48
CC-3581,card_not_present_new_device,confirmed_fraud,99.94
CC-3582,account_takeover,confirmed_fraud,351.02
CC-3583,card_not_present_new_device,confirmed_fraud,7.29
CC-3584,account_takeover,confirmed_fraud,699.98
CC-3585,out_of_region_use,confirmed_fraud,226.07
CC-3586,card_not_present_fraud,confirmed_fraud,224.36
CC-3587,out_of_region_use,confirmed_fraud,49.09
CC-3588,out_of_region_use,confirmed_fraud,76.98
CC-3589,card_not_present_fraud,confirmed_fraud,52.93
CC-3590,none,cleared,0.0
CC-3591,none,cleared,0.0
CC-3592,out_of_region_use,confirmed_fraud,452.02
CC-3593,card_not_present_fraud,confirmed_fraud,149.95
CC-3594,card_not_present_fraud,confirmed_fraud,372.04
CC-3595,account_takeover,confirmed_fraud,395.42
CC-3596,card_not_present_fraud,confirmed_fraud,300.04
CC-3597,card_not_present_new_device,confirmed_fraud,208.73
CC-3598,account_takeover,confirmed_fraud,995.92
CC-3599,out_of_region_use,confirmed_fraud,35.97
CC-3600,card_not_present_fraud,confirmed_fraud,399.99
