id,amount,ts,product_cd,channel,risk_score,card1,card5,addr1,addr2,p_emaildomain,r_emaildomain
3366738,213.04,2016-10-15 15:29:21,W,in_person,0.25,19248.0,226.0,325.0,87.0,anonymous.com,
3366754,49.48,2016-10-15 15:35:05,C,online,0.01,21363.0,138.0,465.0,60.0,yahoo.com.mx,yahoo.com.mx
3366764,57.4,2016-10-15 15:38:57,C,online,0.36,21363.0,138.0,,,yahoo.com.mx,yahoo.com.mx
3366778,36.32,2016-10-15 15:43:52,C,online,0.02,21363.0,138.0,,,gmail.com,gmail.com
3366780,45.57,2016-10-15 15:45:06,C,online,0.01,21363.0,138.0,,,gmail.com,gmail.com
3366787,8.2,2016-10-15 15:50:11,C,online,0.23,21363.0,138.0,,,hotmail.com,hotmail.com
3366832,30.66,2016-10-15 16:06:53,C,online,0.01,21363.0,138.0,,,hotmail.com,hotmail.com
3366847,8.16,2016-10-15 16:12:40,C,online,0.05,21363.0,138.0,,,hotmail.com,hotmail.com
3366853,88.05,2016-10-15 16:18:05,C,online,0.24,10114.0,102.0,,,live.com,live.com
3366854,33.98,2016-10-15 16:18:10,W,in_person,0.3,19248.0,226.0,325.0,87.0,gmail.com,
3366874,88.06,2016-10-15 16:23:39,C,online,0.03,10114.0,102.0,,,live.com,live.com
3366901,317.46,2016-10-15 16:32:31,W,in_person,0.23,19248.0,226.0,325.0,87.0,verizon.net,
3366908,52.02,2016-10-15 16:33:28,C,online,0.2,21363.0,138.0,,,gmail.com,gmail.com
3366916,31.34,2016-10-15 16:36:39,C,online,0.17,21363.0,138.0,,,gmail.com,gmail.com
3366920,116.99,2016-10-15 16:38:10,W,in_person,0.01,19248.0,226.0,325.0,87.0,,
3366933,52.18,2016-10-15 16:41:27,C,online,0.01,21363.0,138.0,,,gmail.com,gmail.com
3366952,48.98,2016-10-15 16:46:19,W,in_person,0.03,15868.0,226.0,264.0,87.0,yahoo.com,
3366964,27.74,2016-10-15 16:50:44,C,online,0.01,21363.0,138.0,,,live.com.mx,live.com.mx
3366973,52.09,2016-10-15 16:52:55,C,online,0.04,21363.0,138.0,,,gmail.com,gmail.com
3366986,117.02,2016-10-15 16:58:31,W,in_person,0.07,19248.0,226.0,325.0,87.0,frontier.com,
3367002,24.43,2016-10-15 17:03:32,C,online,0.04,21363.0,138.0,,,live.com.mx,live.com.mx
3367008,58.96,2016-10-15 17:04:52,W,in_person,0.02,15868.0,226.0,264.0,87.0,,
3367026,156.09,2016-10-15 17:12:17,W,in_person,0.14,19248.0,226.0,325.0,87.0,optonline.net,
3367097,206.01,2016-10-15 17:32:53,W,in_person,0.1,22756.0,117.0,264.0,87.0,yahoo.com,
3367103,1104.06,2016-10-15 17:34:26,W,in_person,0.06,19248.0,226.0,325.0,87.0,anonymous.com,
3367104,31.82,2016-10-15 17:34:37,C,online,0.05,21363.0,138.0,,,hotmail.com,hotmail.com
3367121,31.37,2016-10-15 17:39:24,C,online,0.3,21363.0,138.0,,,gmail.com,gmail.com
3367131,11.33,2016-10-15 17:41:36,C,online,0.19,21363.0,138.0,,,gmail.com,gmail.com
3367147,29.42,2016-10-15 17:46:58,W,in_person,0.12,19248.0,226.0,325.0,87.0,yahoo.com,
3367148,145.96,2016-10-15 17:47:00,W,in_person,0.01,19248.0,226.0,325.0,87.0,frontier.com,
3367161,28.93,2016-10-15 17:49:51,W,in_person,0.01,15868.0,226.0,264.0,87.0,yahoo.com,
3367162,24.23,2016-10-15 17:50:13,C,online,0.14,21363.0,138.0,284.0,60.0,hotmail.com,hotmail.com
3367179,209.91,2016-10-15 17:53:37,W,in_person,0.14,12947.0,166.0,123.0,87.0,gmail.com,
3367187,225.91,2016-10-15 17:56:36,W,in_person,0.02,19248.0,226.0,325.0,87.0,,
3367211,29.19,2016-10-15 18:03:33,C,online,0.18,21363.0,138.0,,,hotmail.com,hotmail.com
3367236,116.91,2016-10-15 18:11:01,W,in_person,0.14,12947.0,166.0,191.0,87.0,yahoo.com,
3367237,76.08,2016-10-15 18:11:03,C,online,0.56,21363.0,138.0,,,gmail.com,gmail.com
3367243,76.14,2016-10-15 18:12:29,C,online,0.48,21363.0,138.0,,,gmail.com,gmail.com
3367244,76.09,2016-10-15 18:12:30,C,online,0.63,21363.0,138.0,,,gmail.com,gmail.com
3367270,11.05,2016-10-15 18:20:10,C,online,0.32,21363.0,138.0,,,gmail.com,gmail.com
3367282,146.0,2016-10-15 18:23:49,W,in_person,0.16,19248.0,226.0,325.0,87.0,frontier.com,
3367305,76.12,2016-10-15 18:28:56,C,online,0.16,21363.0,138.0,,,gmail.com,gmail.com
3367308,76.11,2016-10-15 18:29:23,C,online,0.97,21363.0,138.0,,,gmail.com,gmail.com
3367325,145.95,2016-10-15 18:35:18,W,in_person,0.28,19248.0,226.0,325.0,87.0,frontier.com,
3367338,76.1,2016-10-15 18:37:39,C,online,0.74,21363.0,138.0,,,gmail.com,gmail.com
3367361,52.85,2016-10-15 18:46:13,C,online,0.1,21363.0,138.0,,,gmail.com,gmail.com
3367363,22.04,2016-10-15 18:46:18,C,online,0.18,21363.0,138.0,,,gmail.com,gmail.com
3367372,11.95,2016-10-15 18:47:53,C,online,0.05,10114.0,102.0,284.0,60.0,gmail.com,gmail.com
3367380,280.02,2016-10-15 18:50:12,W,in_person,0.22,19248.0,226.0,325.0,87.0,aol.com,
3367405,12.04,2016-10-15 18:58:58,C,online,0.02,10114.0,102.0,,,gmail.com,gmail.com
3367444,96.94,2016-10-15 19:10:54,W,in_person,0.06,11539.0,226.0,299.0,87.0,aol.com,
3367451,39.02,2016-10-15 19:12:43,W,in_person,0.05,13729.0,126.0,272.0,87.0,gmail.com,
3367456,23.41,2016-10-15 19:13:37,C,online,0.24,21363.0,138.0,,,gmail.com,gmail.com
3367503,37.01,2016-10-15 19:28:21,W,in_person,0.03,22756.0,117.0,310.0,87.0,hotmail.com,
3367525,67.91,2016-10-15 19:35:24,W,in_person,0.14,19248.0,226.0,325.0,87.0,gmail.com,
3367528,11.95,2016-10-15 19:35:48,C,online,0.39,10114.0,102.0,,,gmail.com,gmail.com
3367530,47.94,2016-10-15 19:35:50,W,in_person,0.24,22756.0,117.0,264.0,87.0,gmail.com,
3367532,57.93,2016-10-15 19:36:11,W,in_person,0.04,19248.0,226.0,325.0,87.0,yahoo.com,
3367562,234.95,2016-10-15 19:45:45,C,online,0.22,21363.0,138.0,,,gmail.com,gmail.com
3367654,38.92,2016-10-15 20:17:07,W,in_person,0.01,22756.0,117.0,264.0,87.0,,
3367685,138.11,2016-10-15 20:25:10,C,online,0.37,21363.0,138.0,,,gmail.com,gmail.com
3367711,39.97,2016-10-15 20:33:27,H,online,0.07,19739.0,137.0,325.0,87.0,hotmail.com,hotmail.com
3367722,117.01,2016-10-15 20:36:31,W,in_person,0.1,19248.0,226.0,325.0,87.0,gmail.com,
3367740,2.63,2016-10-15 20:41:07,C,online,0.16,10114.0,102.0,,,gmail.com,gmail.com
3367765,155.0,2016-10-15 20:48:53,W,in_person,0.09,12947.0,166.0,225.0,87.0,gmail.com,
3367795,54.09,2016-10-15 20:55:53,W,in_person,0.09,19248.0,226.0,272.0,87.0,anonymous.com,
3367811,461.91,2016-10-15 21:01:47,W,in_person,0.13,11539.0,226.0,512.0,87.0,,
3367812,56.91,2016-10-15 21:03:13,W,in_person,0.15,19248.0,226.0,325.0,87.0,anonymous.com,
3367866,461.95,2016-10-15 21:17:42,W,in_person,0.16,11539.0,226.0,512.0,87.0,,
3367924,107.99,2016-10-15 21:35:33,W,in_person,0.19,15868.0,226.0,264.0,87.0,gmail.com,
3367979,51.06,2016-10-15 21:50:42,W,in_person,0.13,22756.0,117.0,264.0,87.0,yahoo.com,
3368002,28.22,2016-10-15 21:55:46,C,online,0.28,21363.0,138.0,,,hotmail.com,hotmail.com
3368009,76.93,2016-10-15 21:57:46,W,in_person,0.37,19248.0,226.0,325.0,87.0,gmail.com,
3368047,81.36,2016-10-15 22:08:09,C,online,0.01,21363.0,138.0,,,hotmail.com,hotmail.com
3368051,97.06,2016-10-15 22:08:54,C,online,0.13,21363.0,138.0,284.0,60.0,anonymous.com,anonymous.com
3368053,117.03,2016-10-15 22:09:24,W,in_person,0.25,19248.0,226.0,502.0,87.0,hotmail.com,
3368083,100.09,2016-10-15 22:18:50,R,online,0.55,12947.0,166.0,123.0,87.0,outlook.com,gmail.com
3368097,81.48,2016-10-15 22:21:37,C,online,0.06,21363.0,138.0,,,hotmail.com,hotmail.com
3368098,10.21,2016-10-15 22:21:43,C,online,0.23,21363.0,138.0,,,hotmail.com,hotmail.com
3368099,139.03,2016-10-15 22:21:47,W,in_person,0.01,19248.0,226.0,325.0,87.0,gmail.com,
3368116,108.57,2016-10-15 22:27:41,W,in_person,0.18,19739.0,137.0,299.0,87.0,gmail.com,
3368191,45.08,2016-10-15 22:48:53,W,in_person,0.12,19739.0,137.0,472.0,87.0,gmail.com,
3368200,209.86,2016-10-15 22:52:49,W,in_person,0.06,10010.0,226.0,264.0,87.0,aol.com,
3368201,16.43,2016-10-15 22:52:51,C,online,0.16,10114.0,102.0,,,gmail.com,gmail.com
3368202,29.09,2016-10-15 22:52:59,W,in_person,0.11,19248.0,226.0,325.0,87.0,yahoo.com,
3368229,37.91,2016-10-15 23:03:34,C,online,0.08,10114.0,102.0,,,gmail.com,gmail.com
3368258,25.11,2016-10-15 23:11:00,C,online,0.19,21363.0,138.0,,,hotmail.com,hotmail.com
3368287,255.01,2016-10-15 23:19:29,W,in_person,0.05,19248.0,226.0,315.0,87.0,aol.com,
3368294,27.84,2016-10-15 23:21:00,C,online,0.16,21363.0,138.0,,,hotmail.com,hotmail.com
3368301,134.82,2016-10-15 23:21:56,C,online,0.05,10114.0,102.0,284.0,60.0,anonymous.com,anonymous.com
3368346,106.43,2016-10-15 23:29:40,C,online,0.7,21363.0,138.0,,,gmail.com,gmail.com
3368360,50.05,2016-10-15 23:32:29,H,online,0.05,15868.0,226.0,264.0,87.0,anonymous.com,yahoo.com
3368364,44.26,2016-10-15 23:33:06,C,online,0.07,21363.0,138.0,,,gmail.com,gmail.com
3368371,15.69,2016-10-15 23:35:37,C,online,0.12,21363.0,138.0,,,gmail.com,gmail.com
3368387,108.03,2016-10-15 23:40:07,W,in_person,0.01,15868.0,226.0,264.0,87.0,hotmail.com,
3368401,4.02,2016-10-15 23:44:01,C,online,0.06,21363.0,138.0,,,gmail.com,gmail.com
3368410,27.92,2016-10-15 23:46:19,C,online,0.19,21363.0,138.0,,,hotmail.com,hotmail.com
3368438,7.86,2016-10-15 23:53:49,C,online,0.09,21363.0,138.0,,,hotmail.com,hotmail.com
3368471,30.32,2016-10-16 00:04:27,C,online,0.18,21363.0,138.0,,,hotmail.com,hotmail.com
3368493,24.43,2016-10-16 00:10:22,W,in_person,0.21,19248.0,226.0,126.0,87.0,yahoo.com,
3368503,49.04,2016-10-16 00:11:50,W,in_person,0.29,15868.0,226.0,264.0,87.0,,
3368547,173.06,2016-10-16 00:23:41,W,in_person,0.17,19248.0,226.0,325.0,87.0,gmail.com,
3368563,88.02,2016-10-16 00:27:10,W,in_person,0.12,19248.0,226.0,325.0,87.0,aol.com,
3368572,54.38,2016-10-16 00:31:12,C,online,0.38,21363.0,138.0,216.0,60.0,yahoo.com,yahoo.com
3368576,109.09,2016-10-16 00:33:02,W,in_person,0.06,19248.0,226.0,325.0,87.0,gmail.com,
3368582,48.0,2016-10-16 00:33:32,W,in_person,0.15,19248.0,226.0,325.0,87.0,yahoo.com,
3368609,33.69,2016-10-16 00:40:27,C,online,0.69,21363.0,138.0,,,hotmail.com,hotmail.com
3368611,108.99,2016-10-16 00:40:57,W,in_person,0.1,19248.0,226.0,325.0,87.0,gmail.com,
3368626,36.93,2016-10-16 00:43:08,W,in_person,0.17,22756.0,117.0,264.0,87.0,,
3368627,56.02,2016-10-16 00:43:31,W,in_person,0.24,12947.0,166.0,441.0,87.0,gmail.com,
3368632,68.63,2016-10-16 00:45:15,W,in_person,0.04,19248.0,226.0,325.0,87.0,gmail.com,
3368670,27.08,2016-10-16 00:55:32,W,in_person,0.08,19248.0,226.0,126.0,87.0,gmail.com,
3368688,17.7,2016-10-16 01:00:43,C,online,0.03,21363.0,138.0,,,hotmail.com,hotmail.com
3368696,57.95,2016-10-16 01:02:29,W,in_person,0.2,22756.0,117.0,264.0,87.0,,
3368735,58.8,2016-10-16 01:12:11,C,online,0.13,11242.0,226.0,,,gmail.com,gmail.com
3368736,19.64,2016-10-16 01:13:17,C,online,0.26,11242.0,226.0,,,gmail.com,gmail.com
3368739,21.43,2016-10-16 01:14:29,C,online,0.05,21363.0,138.0,,,hotmail.com,hotmail.com
3368760,36.66,2016-10-16 01:18:23,C,online,0.06,21363.0,138.0,,,outlook.com,outlook.com
3368763,58.65,2016-10-16 01:19:08,C,online,0.06,11242.0,226.0,,,gmail.com,gmail.com
3368778,58.98,2016-10-16 01:23:51,W,in_person,0.12,22756.0,117.0,310.0,87.0,gmail.com,
3368827,117.05,2016-10-16 01:42:15,W,in_person,0.36,19248.0,226.0,330.0,87.0,gmail.com,
3368877,37.09,2016-10-16 02:00:16,W,in_person,0.06,19248.0,226.0,126.0,87.0,gmail.com,
3368896,159.91,2016-10-16 02:09:16,W,in_person,0.06,19248.0,226.0,325.0,87.0,aol.com,
3368901,210.86,2016-10-16 02:11:52,W,in_person,0.07,13729.0,126.0,191.0,87.0,gmail.com,
3368958,40.53,2016-10-16 02:44:37,C,online,0.66,21363.0,138.0,,,yahoo.com,yahoo.com
3368959,34.16,2016-10-16 02:45:30,C,online,0.02,21363.0,138.0,,,hotmail.com,hotmail.com
3368961,108.98,2016-10-16 02:46:49,W,in_person,0.02,19248.0,226.0,325.0,87.0,gmail.com,
3368964,60.0,2016-10-16 02:47:46,W,in_person,0.09,15868.0,226.0,264.0,87.0,gmail.com,
3368966,75.85,2016-10-16 02:48:25,C,online,0.25,10114.0,102.0,,,hotmail.com,hotmail.com
3368968,39.91,2016-10-16 02:53:07,W,in_person,0.09,19248.0,226.0,126.0,87.0,gmail.com,
3368976,53.96,2016-10-16 02:58:17,W,in_person,0.31,15868.0,226.0,264.0,87.0,gmail.com,
3368978,527.01,2016-10-16 02:59:19,W,in_person,0.08,19248.0,226.0,325.0,87.0,gmail.com,
3369018,11.94,2016-10-16 03:23:26,C,online,0.08,21363.0,138.0,,,hotmail.com,hotmail.com
3369022,54.02,2016-10-16 03:24:52,W,in_person,0.16,15868.0,226.0,264.0,87.0,gmail.com,
3369031,31.97,2016-10-16 03:29:36,W,in_person,0.11,22756.0,117.0,264.0,87.0,live.com,
3369059,97.09,2016-10-16 03:45:22,C,online,0.03,21363.0,138.0,,,hotmail.com,hotmail.com
3369085,45.31,2016-10-16 04:02:52,C,online,0.8,21363.0,138.0,,,gmail.com,gmail.com
3369117,30.77,2016-10-16 04:38:18,C,online,0.36,21363.0,138.0,,,hotmail.com,hotmail.com
3369118,30.66,2016-10-16 04:40:03,C,online,0.15,21363.0,138.0,,,hotmail.com,hotmail.com
3369147,25.9,2016-10-16 05:02:12,C,online,0.06,21363.0,138.0,,,hotmail.com,hotmail.com
3369148,102.5,2016-10-16 05:03:32,C,online,0.24,21363.0,138.0,,,hotmail.com,hotmail.com
3369150,16.12,2016-10-16 05:04:54,C,online,0.05,21363.0,138.0,,,gmail.com,gmail.com
3369152,102.48,2016-10-16 05:06:41,C,online,0.15,21363.0,138.0,,,hotmail.com,hotmail.com
3369155,102.4,2016-10-16 05:09:03,C,online,0.37,21363.0,138.0,,,hotmail.com,hotmail.com
3369160,102.52,2016-10-16 05:15:15,C,online,0.61,21363.0,138.0,,,hotmail.com,hotmail.com
3369172,21.45,2016-10-16 05:30:10,C,online,0.05,21363.0,138.0,,,hotmail.com,hotmail.com
3369182,11.07,2016-10-16 05:44:33,W,in_person,0.09,19248.0,226.0,325.0,87.0,gmail.com,
3369200,27.09,2016-10-16 06:10:12,C,online,0.04,10114.0,102.0,,,gmail.com,gmail.com
3369264,117.08,2016-10-16 10:09:26,W,in_person,0.1,19248.0,226.0,325.0,87.0,aol.com,
3369282,15.68,2016-10-16 10:51:15,C,online,0.21,21363.0,138.0,,,hotmail.com,hotmail.com
3369297,58.94,2016-10-16 11:10:00,W,in_person,0.02,19248.0,226.0,325.0,87.0,,
3369302,33.97,2016-10-16 11:19:08,W,in_person,0.2,19248.0,226.0,325.0,87.0,aol.com,
3369313,45.88,2016-10-16 11:30:50,C,online,0.14,21363.0,138.0,,,hotmail.com,hotmail.com
3369314,4.77,2016-10-16 11:32:56,C,online,0.08,21363.0,138.0,,,hotmail.com,hotmail.com
3369334,22.96,2016-10-16 11:51:17,C,online,0.24,21363.0,138.0,,,hotmail.com,hotmail.com
3369336,117.04,2016-10-16 11:53:13,W,in_person,0.22,19248.0,226.0,325.0,87.0,aol.com,
3369344,45.95,2016-10-16 12:04:30,C,online,0.01,21363.0,138.0,,,hotmail.com,hotmail.com
3369365,82.91,2016-10-16 12:26:33,W,in_person,0.33,19248.0,226.0,325.0,87.0,aol.com,
3369392,10.79,2016-10-16 12:53:30,C,online,0.06,21363.0,138.0,,,anonymous.com,anonymous.com
3369402,20.92,2016-10-16 12:59:36,W,in_person,0.05,22756.0,117.0,264.0,87.0,gmail.com,
3369434,47.94,2016-10-16 13:20:26,W,in_person,0.01,15868.0,226.0,264.0,87.0,gmail.com,
3369454,49.42,2016-10-16 13:29:29,W,in_person,0.14,19248.0,226.0,204.0,87.0,icloud.com,
3369468,47.86,2016-10-16 13:37:18,W,in_person,0.12,19248.0,226.0,325.0,87.0,yahoo.com,
3369535,57.98,2016-10-16 14:10:28,W,in_person,0.02,22756.0,117.0,264.0,87.0,aol.com,
3369538,58.96,2016-10-16 14:11:45,W,in_person,0.04,19248.0,226.0,325.0,87.0,aol.com,
3369545,57.98,2016-10-16 14:13:57,W,in_person,0.2,15868.0,226.0,264.0,87.0,yahoo.com,
3369548,57.9,2016-10-16 14:15:36,W,in_person,0.17,19739.0,137.0,264.0,87.0,gmail.com,
3369550,209.91,2016-10-16 14:15:54,W,in_person,0.35,19248.0,226.0,325.0,87.0,gmail.com,
3369565,145.97,2016-10-16 14:23:43,W,in_person,0.22,19248.0,226.0,325.0,87.0,gmail.com,
3369571,26.93,2016-10-16 14:25:35,C,online,0.14,21363.0,138.0,,,gmail.com,gmail.com
3369585,44.51,2016-10-16 14:34:28,W,in_person,0.07,19248.0,226.0,325.0,87.0,yahoo.com,
3369646,57.9,2016-10-16 14:57:28,W,in_person,0.17,15868.0,226.0,264.0,87.0,anonymous.com,
3369671,29.01,2016-10-16 15:09:19,W,in_person,0.21,15868.0,226.0,264.0,87.0,sbcglobal.net,
3369676,160.58,2016-10-16 15:10:15,W,in_person,0.07,19248.0,226.0,325.0,87.0,gmail.com,
3369685,57.88,2016-10-16 15:13:05,W,in_person,0.03,19739.0,137.0,264.0,87.0,gmail.com,
3369700,59.03,2016-10-16 15:18:22,W,in_person,0.05,19248.0,226.0,325.0,87.0,aol.com,
3369721,170.97,2016-10-16 15:26:22,W,in_person,0.01,19248.0,226.0,126.0,87.0,gmail.com,
3369764,52.97,2016-10-16 15:44:06,W,in_person,0.01,15868.0,226.0,264.0,87.0,yahoo.com,
3369811,11.09,2016-10-16 15:58:16,W,in_person,0.01,22756.0,117.0,264.0,87.0,yahoo.com,
3369814,49.01,2016-10-16 15:59:17,W,in_person,0.28,19248.0,226.0,325.0,87.0,gmail.com,
3369821,151.24,2016-10-16 16:01:11,C,online,0.14,10114.0,102.0,284.0,60.0,hotmail.com,hotmail.com
3369847,59.03,2016-10-16 16:06:41,W,in_person,0.14,19248.0,226.0,325.0,87.0,,
3369851,107.08,2016-10-16 16:07:22,W,in_person,0.25,12947.0,166.0,194.0,87.0,gmail.com,
3369874,58.95,2016-10-16 16:14:18,W,in_person,0.06,19248.0,226.0,325.0,87.0,gmail.com,
3369900,141.08,2016-10-16 16:21:21,W,in_person,0.24,19248.0,226.0,325.0,87.0,,
3369928,117.06,2016-10-16 16:31:11,W,in_person,0.05,19248.0,226.0,325.0,87.0,live.com,
3369975,369.95,2016-10-16 16:41:50,W,in_person,0.11,19248.0,226.0,325.0,87.0,gmail.com,
3369996,25.09,2016-10-16 16:48:51,H,online,0.04,15868.0,226.0,264.0,87.0,gmail.com,yahoo.com
3370000,335.04,2016-10-16 16:49:46,W,in_person,0.4,19248.0,226.0,325.0,87.0,gmail.com,
3370019,59.09,2016-10-16 16:54:12,W,in_person,0.1,19248.0,226.0,325.0,87.0,,
3370037,58.92,2016-10-16 16:58:17,W,in_person,0.1,19248.0,226.0,325.0,87.0,gmail.com,
3370038,116.93,2016-10-16 16:58:18,W,in_person,0.08,19248.0,226.0,325.0,87.0,gmail.com,
3370071,25.0,2016-10-16 17:10:23,H,online,0.08,15868.0,226.0,264.0,87.0,gmail.com,yahoo.com
3370094,107.9,2016-10-16 17:20:46,W,in_person,0.15,19248.0,226.0,325.0,87.0,yahoo.com,
3370160,58.23,2016-10-16 17:45:03,C,online,0.37,21363.0,138.0,,,hotmail.com,hotmail.com
3370161,75.02,2016-10-16 17:45:28,C,online,0.14,21363.0,138.0,,,gmail.com,gmail.com
3370182,23.41,2016-10-16 17:54:54,C,online,0.05,21363.0,138.0,,,outlook.com,outlook.com
3370255,10.8,2016-10-16 18:17:20,C,online,0.12,21363.0,138.0,284.0,60.0,hotmail.com,hotmail.com
3370277,22.76,2016-10-16 18:24:32,C,online,0.11,21363.0,138.0,,,hotmail.com,hotmail.com
3370281,40.06,2016-10-16 18:27:13,W,in_person,0.1,19248.0,226.0,325.0,87.0,,
3370284,57.96,2016-10-16 18:27:46,W,in_person,0.01,19739.0,137.0,315.0,87.0,yahoo.com,
3370297,208.09,2016-10-16 18:33:00,W,in_person,0.07,19739.0,137.0,204.0,87.0,hotmail.com,
3370324,8.21,2016-10-16 18:42:27,C,online,0.26,21363.0,138.0,,,gmail.com,gmail.com
3370350,49.03,2016-10-16 18:49:41,W,in_person,0.51,19248.0,226.0,231.0,87.0,gmail.com,
3370353,117.03,2016-10-16 18:51:12,W,in_person,0.38,22756.0,117.0,264.0,87.0,yahoo.com,
3370410,280.05,2016-10-16 19:08:56,W,in_person,0.08,19248.0,226.0,325.0,87.0,anonymous.com,
3370449,213.98,2016-10-16 19:22:56,W,in_person,0.17,19248.0,226.0,308.0,87.0,gmail.com,
3370500,30.0,2016-10-16 19:40:49,W,in_person,0.07,22756.0,117.0,264.0,87.0,yahoo.com,
3370567,33.27,2016-10-16 20:00:32,C,online,0.32,21363.0,138.0,,,gmail.com,gmail.com
3370595,209.9,2016-10-16 20:07:17,W,in_person,0.05,15868.0,226.0,264.0,87.0,gmail.com,
3370624,86.99,2016-10-16 20:13:53,W,in_person,0.01,15868.0,226.0,264.0,87.0,,
3370631,76.98,2016-10-16 20:15:38,W,in_person,0.17,19248.0,226.0,325.0,87.0,yahoo.com,
3370642,36.02,2016-10-16 20:21:38,C,online,0.14,10114.0,102.0,,,hotmail.com,hotmail.com
3370654,98.97,2016-10-16 20:23:46,C,online,0.4,21363.0,138.0,,,yahoo.com.mx,yahoo.com.mx
3370672,210.03,2016-10-16 20:30:22,W,in_person,0.13,15868.0,226.0,264.0,87.0,sbcglobal.net,
3370727,225.96,2016-10-16 20:45:51,W,in_person,0.13,19248.0,226.0,325.0,87.0,yahoo.com,
3370729,226.05,2016-10-16 20:46:08,W,in_person,0.03,19248.0,226.0,325.0,87.0,aol.com,
3370737,34.08,2016-10-16 20:47:57,W,in_person,0.16,11539.0,226.0,325.0,87.0,hotmail.com,
3370743,171.08,2016-10-16 20:49:22,W,in_person,0.03,19248.0,226.0,325.0,87.0,gmail.com,
3370745,49.91,2016-10-16 20:50:02,R,online,0.3,19248.0,226.0,325.0,87.0,gmail.com,gmail.com
3370750,58.94,2016-10-16 20:52:45,W,in_person,0.18,15868.0,226.0,264.0,87.0,yahoo.com.mx,
3370765,83.28,2016-10-16 20:59:17,C,online,0.13,21363.0,138.0,284.0,60.0,hotmail.com,hotmail.com
3370802,59.09,2016-10-16 21:08:51,W,in_person,0.3,22756.0,117.0,264.0,87.0,gmail.com,
3370807,25.96,2016-10-16 21:11:42,W,in_person,0.12,15868.0,226.0,264.0,87.0,yahoo.com,
3370815,34.02,2016-10-16 21:13:46,W,in_person,0.32,19248.0,226.0,325.0,87.0,gmail.com,
3370853,112.03,2016-10-16 21:26:12,W,in_person,0.06,19248.0,226.0,126.0,87.0,gmail.com,
3370877,54.45,2016-10-16 21:31:52,W,in_person,0.09,22756.0,117.0,264.0,87.0,gmail.com,
3370880,54.0,2016-10-16 21:33:19,W,in_person,0.03,19248.0,226.0,325.0,87.0,yahoo.com,
3370885,18.46,2016-10-16 21:34:37,C,online,0.01,21363.0,138.0,,,hotmail.com,hotmail.com
3371012,225.93,2016-10-16 22:05:04,W,in_person,0.05,12947.0,166.0,272.0,87.0,gmail.com,
3371018,129.8,2016-10-16 22:06:39,C,online,0.07,21363.0,138.0,,,gmail.com,gmail.com
3371022,108.99,2016-10-16 22:07:30,W,in_person,0.37,22756.0,117.0,310.0,87.0,gmail.com,
3371023,47.89,2016-10-16 22:07:55,W,in_person,0.06,22756.0,117.0,264.0,87.0,gmail.com,
3371052,48.02,2016-10-16 22:16:26,W,in_person,0.35,19739.0,137.0,272.0,87.0,gmail.com,
3371084,38.95,2016-10-16 22:26:41,W,in_person,0.27,19248.0,226.0,126.0,87.0,,
3371085,49.06,2016-10-16 22:28:23,W,in_person,0.14,19248.0,226.0,325.0,87.0,yahoo.com,
3371124,16.04,2016-10-16 22:37:27,W,in_person,0.1,19248.0,226.0,325.0,87.0,gmail.com,
3371248,150.04,2016-10-16 23:14:37,W,in_person,0.29,19248.0,226.0,325.0,87.0,hotmail.com,
3371249,15.77,2016-10-16 23:14:43,C,online,0.01,21363.0,138.0,,,hotmail.com,hotmail.com
3371265,29.01,2016-10-16 23:19:45,W,in_person,0.09,19248.0,226.0,,,gmail.com,
3371298,82.89,2016-10-16 23:28:12,W,in_person,0.05,12947.0,166.0,330.0,87.0,,
3371307,445.02,2016-10-16 23:30:38,W,in_person,0.01,19248.0,226.0,325.0,87.0,hotmail.com,
3371313,76.65,2016-10-16 23:31:41,C,online,0.05,21363.0,138.0,,,hotmail.com,hotmail.com
3371321,10.11,2016-10-16 23:33:55,C,online,0.12,21363.0,138.0,284.0,60.0,hotmail.com,hotmail.com
3371354,7.72,2016-10-16 23:40:47,C,online,0.02,21363.0,138.0,284.0,60.0,hotmail.com,hotmail.com
3371365,7.73,2016-10-16 23:43:19,C,online,0.07,21363.0,138.0,431.0,60.0,hotmail.com,hotmail.com
3371435,6.95,2016-10-17 00:05:53,C,online,0.16,21363.0,138.0,,,gmail.com,gmail.com
3371481,140.98,2016-10-17 00:22:02,W,in_person,0.2,12947.0,166.0,272.0,87.0,gmail.com,
3371516,77.86,2016-10-17 00:32:16,W,in_person,0.28,19248.0,226.0,325.0,87.0,anonymous.com,
3371558,104.78,2016-10-17 00:45:58,C,online,0.64,21363.0,138.0,,,hotmail.com,hotmail.com
3371560,59.05,2016-10-17 00:46:33,W,in_person,0.41,19248.0,226.0,325.0,87.0,aol.com,
3371579,39.0,2016-10-17 00:58:29,W,in_person,0.05,19248.0,226.0,126.0,87.0,,
3371672,98.04,2016-10-17 01:33:53,W,in_person,0.14,15868.0,226.0,264.0,87.0,yahoo.com,
3371740,13.99,2016-10-17 02:02:16,C,online,0.06,21363.0,138.0,,,hotmail.com,hotmail.com
3371777,31.93,2016-10-17 02:21:54,C,online,0.31,21363.0,138.0,,,gmail.com,gmail.com
3371806,2.98,2016-10-17 02:34:13,C,online,0.11,21363.0,138.0,,,outlook.com,outlook.com
